"No.","Time","Source","Destination","Protocol","Length","Info"
"1776","44.348238","192.168.18.24","192.168.18.21","TCP","74","59046  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050904 TSecr=0 WS=128"
"1777","44.348238","192.168.18.24","192.168.18.21","HTTP","514","GET /?QJ7yf=OJxVqiRoxT&bPvYOyU4xd=lX5fPENTgY8RvMTckI&KjD=UPXkpCRu HTTP/1.1 "
"1778","44.348238","192.168.18.24","192.168.18.21","TCP","74","59060  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050904 TSecr=0 WS=128"
"1779","44.348238","192.168.18.24","192.168.18.21","HTTP","396","GET /?vko=4hcSUeNicclbhOqWJ&F6mqWjt8=RykbH HTTP/1.1 "
"1780","44.348238","192.168.18.24","192.168.18.21","TCP","66","58994  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050904 TSecr=4274463448"
"1781","44.348238","192.168.18.24","192.168.18.21","TCP","74","59070  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050905 TSecr=0 WS=128"
"1782","44.348238","192.168.18.24","192.168.18.21","HTTP","522","GET /?P7m=kWJvjoNPopVP&8IuViGD=irrgEqcloOv&UpDDnJb=VL0xHNu20rQ0kY HTTP/1.1 "
"1783","44.348238","192.168.18.24","192.168.18.21","TCP","74","59086  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050905 TSecr=0 WS=128"
"1784","44.348269","192.168.18.21","192.168.18.24","TCP","74","80  >  59046 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463454 TSecr=3500050904 WS=128"
"1785","44.348411","192.168.18.21","192.168.18.24","TCP","66","80  >  58966 [ACK] Seq=1 Ack=449 Win=64768 Len=0 TSval=4274463454 TSecr=3500050904"
"1786","44.348540","192.168.18.21","192.168.18.24","TCP","74","80  >  59060 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463454 TSecr=3500050904 WS=128"
"1787","44.348670","192.168.18.21","192.168.18.24","TCP","66","80  >  58978 [ACK] Seq=1 Ack=331 Win=64896 Len=0 TSval=4274463454 TSecr=3500050904"
"1788","44.348814","192.168.18.21","192.168.18.24","TCP","74","80  >  59070 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463454 TSecr=3500050905 WS=128"
"1789","44.348960","192.168.18.21","192.168.18.24","TCP","66","80  >  58980 [ACK] Seq=1 Ack=457 Win=64768 Len=0 TSval=4274463455 TSecr=3500050905"
"1790","44.349094","192.168.18.21","192.168.18.24","TCP","74","80  >  59086 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463455 TSecr=3500050905 WS=128"
"1791","44.349284","192.168.18.24","192.168.18.21","HTTP","468","GET /?mfO=uVONltHxRFnII&qwlRmw0gkK=k2VDKO6O&mh5e=uolPHLYbbid6vdrH&4Flkrf=tQAX2Id1vDNvkoJ5 HTTP/1.1 "
"1792","44.349284","192.168.18.24","192.168.18.21","TCP","74","59094  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050905 TSecr=0 WS=128"
"1793","44.349309","192.168.18.21","192.168.18.24","TCP","66","80  >  58994 [ACK] Seq=1 Ack=403 Win=64768 Len=0 TSval=4274463455 TSecr=3500050905"
"1794","44.349439","192.168.18.21","192.168.18.24","TCP","74","80  >  59094 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463455 TSecr=3500050905 WS=128"
"1795","44.351813","192.168.18.24","192.168.18.21","TCP","66","58998  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050906 TSecr=4274463449"
"1796","44.351813","192.168.18.24","192.168.18.21","HTTP","556","GET /?j0YJe=hJw&26y=x6Mx2&PGNuJu215=nFQdBiwFRv HTTP/1.1 "
"1797","44.351861","192.168.18.21","192.168.18.24","TCP","66","80  >  58998 [ACK] Seq=1 Ack=491 Win=64768 Len=0 TSval=4274463457 TSecr=3500050906"
"1798","44.352802","192.168.18.24","192.168.18.21","TCP","74","59096  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050907 TSecr=0 WS=128"
"1799","44.352802","192.168.18.24","192.168.18.21","TCP","66","59000  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050907 TSecr=4274463450"
"1800","44.352802","192.168.18.24","192.168.18.21","TCP","66","59004  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050907 TSecr=4274463450"
"1801","44.352802","192.168.18.24","192.168.18.21","TCP","66","59018  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050907 TSecr=4274463450"
"1802","44.352802","192.168.18.24","192.168.18.21","HTTP","428","GET /?4PUNJqPr=X1O6rrd4Be8LMT7e&Ore=HRYSXGoseIGPDHXjmoQj HTTP/1.1 "
"1803","44.352802","192.168.18.24","192.168.18.21","TCP","66","59030  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050908 TSecr=4274463451"
"1804","44.352802","192.168.18.24","192.168.18.21","TCP","74","59104  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050908 TSecr=0 WS=128"
"1805","44.352802","192.168.18.24","192.168.18.21","HTTP","482","GET /?nBbAuLK=EuLR&Ci5S0XxN=wqsVq0KEvJMbtyNhh&4qj=bvluofe8xwO16wiC&UUnVmX=8M7rLurjMtWrojhOk&Qpm0FX2=nYy36 HTTP/1.1 "
"1806","44.352831","192.168.18.21","192.168.18.24","TCP","74","80  >  59096 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463458 TSecr=3500050907 WS=128"
"1807","44.353003","192.168.18.21","192.168.18.24","TCP","66","80  >  59004 [ACK] Seq=1 Ack=363 Win=64896 Len=0 TSval=4274463459 TSecr=3500050908"
"1808","44.353172","192.168.18.21","192.168.18.24","TCP","74","80  >  59104 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463459 TSecr=3500050908 WS=128"
"1809","44.353333","192.168.18.21","192.168.18.24","TCP","66","80  >  59018 [ACK] Seq=1 Ack=417 Win=64768 Len=0 TSval=4274463459 TSecr=3500050908"
"1810","44.353580","192.168.18.24","192.168.18.21","TCP","74","59114  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050908 TSecr=0 WS=128"
"1811","44.353581","192.168.18.24","192.168.18.21","HTTP","392","GET /?geSb3n=S0WNPc6PT HTTP/1.1 "
"1812","44.353581","192.168.18.24","192.168.18.21","TCP","74","59122  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050908 TSecr=0 WS=128"
"1813","44.353581","192.168.18.24","192.168.18.21","HTTP","318","GET /?yd6o6AcADY=OwVwGO5br7bBpRs5fn HTTP/1.1 "
"1814","44.353601","192.168.18.21","192.168.18.24","TCP","74","80  >  59114 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463459 TSecr=3500050908 WS=128"
"1815","44.353743","192.168.18.21","192.168.18.24","TCP","66","80  >  59000 [ACK] Seq=1 Ack=327 Win=64896 Len=0 TSval=4274463459 TSecr=3500050908"
"1816","44.353877","192.168.18.21","192.168.18.24","TCP","74","80  >  59122 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463459 TSecr=3500050908 WS=128"
"1817","44.354012","192.168.18.21","192.168.18.24","TCP","66","80  >  59030 [ACK] Seq=1 Ack=253 Win=65024 Len=0 TSval=4274463460 TSecr=3500050909"
"1818","44.354731","192.168.18.24","192.168.18.21","TCP","74","59138  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050910 TSecr=0 WS=128"
"1819","44.354748","192.168.18.21","192.168.18.24","TCP","74","80  >  59138 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463460 TSecr=3500050910 WS=128"
"1820","44.357060","192.168.18.24","192.168.18.21","TCP","66","59046  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050912 TSecr=4274463454"
"1821","44.357543","192.168.18.24","192.168.18.21","TCP","66","59060  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050912 TSecr=4274463454"
"1822","44.357543","192.168.18.24","192.168.18.21","TCP","66","59070  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050912 TSecr=4274463454"
"1823","44.357543","192.168.18.24","192.168.18.21","TCP","66","59086  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050912 TSecr=4274463455"
"1824","44.357543","192.168.18.24","192.168.18.21","TCP","66","59094  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050913 TSecr=4274463455"
"1825","44.357543","192.168.18.24","192.168.18.21","HTTP","435","GET /?bJygNUi4vH=jMrO&YvPug1jIx=JnLBQVOnxl0FIrMj3&5WoOqs=xVlYvxTQiMnvuesL0H&y0O5H1a=nrc4nr HTTP/1.1 "
"1826","44.357543","192.168.18.24","192.168.18.21","TCP","74","59148  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050913 TSecr=0 WS=128"
"1827","44.357543","192.168.18.24","192.168.18.21","HTTP","528","GET /?LocHc0eo=HDH0gSaVwgUqsI3l5Lv&mrAU=2hqyKPeDLUX00qpuJbP&yk6Qk=3AHTYOHlxMV&emFfYQ=Late8KpAS1X HTTP/1.1 "
"1828","44.357544","192.168.18.24","192.168.18.21","HTTP","485","GET /?kQBu4=iMTj8dJxT&VcSKKNfy=qSdK&FmbYllbko8=lALt2MGdVRWSG&dkTUx=ExigDcBSs5aYQXH HTTP/1.1 "
"1829","44.357595","192.168.18.21","192.168.18.24","TCP","66","80  >  59086 [ACK] Seq=1 Ack=370 Win=64896 Len=0 TSval=4274463463 TSecr=3500050913"
"1830","44.357763","192.168.18.21","192.168.18.24","TCP","74","80  >  59148 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463463 TSecr=3500050913 WS=128"
"1831","44.357901","192.168.18.21","192.168.18.24","TCP","66","80  >  59046 [ACK] Seq=1 Ack=463 Win=64768 Len=0 TSval=4274463464 TSecr=3500050913"
"1832","44.358040","192.168.18.21","192.168.18.24","TCP","66","80  >  59094 [ACK] Seq=1 Ack=420 Win=64768 Len=0 TSval=4274463464 TSecr=3500050913"
"1833","44.358232","192.168.18.24","192.168.18.21","TCP","74","59160  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050913 TSecr=0 WS=128"
"1834","44.358232","192.168.18.24","192.168.18.21","HTTP","453","GET /?e11Y1=7eYQIfxSHgwuHGk3RYG HTTP/1.1 "
"1835","44.358233","192.168.18.24","192.168.18.21","TCP","74","59162  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050914 TSecr=0 WS=128"
"1836","44.358233","192.168.18.24","192.168.18.21","HTTP","366","GET /?v8t4P=IED7eDE7pYPyXCVh&O23dMWeJvY=pPQWrN4BpPQ HTTP/1.1 "
"1837","44.358233","192.168.18.24","192.168.18.21","TCP","74","59176  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050914 TSecr=0 WS=128"
"1838","44.358233","192.168.18.24","192.168.18.21","TCP","74","59184  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050914 TSecr=0 WS=128"
"1839","44.358255","192.168.18.21","192.168.18.24","TCP","74","80  >  59160 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463464 TSecr=3500050913 WS=128"
"1840","44.358397","192.168.18.21","192.168.18.24","TCP","66","80  >  59060 [ACK] Seq=1 Ack=388 Win=64896 Len=0 TSval=4274463464 TSecr=3500050913"
"1841","44.358531","192.168.18.21","192.168.18.24","TCP","74","80  >  59162 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463464 TSecr=3500050914 WS=128"
"1842","44.358663","192.168.18.21","192.168.18.24","TCP","66","80  >  59070 [ACK] Seq=1 Ack=301 Win=64896 Len=0 TSval=4274463464 TSecr=3500050914"
"1843","44.358796","192.168.18.21","192.168.18.24","TCP","74","80  >  59176 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463464 TSecr=3500050914 WS=128"
"1844","44.358925","192.168.18.21","192.168.18.24","TCP","74","80  >  59184 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463465 TSecr=3500050914 WS=128"
"1845","44.360871","192.168.18.24","192.168.18.21","TCP","66","59096  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050916 TSecr=4274463458"
"1846","44.360871","192.168.18.24","192.168.18.21","TCP","66","59104  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050916 TSecr=4274463459"
"1847","44.361443","192.168.18.24","192.168.18.21","TCP","66","59114  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050916 TSecr=4274463459"
"1848","44.361444","192.168.18.24","192.168.18.21","TCP","66","59122  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050916 TSecr=4274463459"
"1849","44.361444","192.168.18.24","192.168.18.21","TCP","66","59138  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050916 TSecr=4274463460"
"1850","44.361444","192.168.18.24","192.168.18.21","HTTP","452","GET /?8hn=TAF4Iso8HolbX&EevXkHm=Pi8DDVS1C0tWEt6g&d6kBBoaR=xF23CjIv3TNJfA3&LyQP=UQvRB HTTP/1.1 "
"1851","44.361444","192.168.18.24","192.168.18.21","TCP","74","59200  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050917 TSecr=0 WS=128"
"1852","44.361444","192.168.18.24","192.168.18.21","HTTP","464","GET /?dw7iDXf=3aifXMiG&nVhG5R3=HGqK&Y1LKD=yqJ0AK HTTP/1.1 "
"1853","44.361444","192.168.18.24","192.168.18.21","TCP","74","59208  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050917 TSecr=0 WS=128"
"1854","44.361444","192.168.18.24","192.168.18.21","HTTP","415","GET /?l2H1ciB=hPO&puvFrvqf=4Ywxl3II5BkUru3smct HTTP/1.1 "
"1855","44.361483","192.168.18.21","192.168.18.24","TCP","66","80  >  59096 [ACK] Seq=1 Ack=387 Win=64896 Len=0 TSval=4274463467 TSecr=3500050916"
"1856","44.361647","192.168.18.21","192.168.18.24","TCP","74","80  >  59200 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463467 TSecr=3500050917 WS=128"
"1857","44.361784","192.168.18.21","192.168.18.24","TCP","66","80  >  59104 [ACK] Seq=1 Ack=399 Win=64768 Len=0 TSval=4274463467 TSecr=3500050917"
"1858","44.361917","192.168.18.21","192.168.18.24","TCP","74","80  >  59208 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463468 TSecr=3500050917 WS=128"
"1859","44.362049","192.168.18.21","192.168.18.24","TCP","66","80  >  59114 [ACK] Seq=1 Ack=350 Win=64896 Len=0 TSval=4274463468 TSecr=3500050917"
"1860","44.362244","192.168.18.24","192.168.18.21","TCP","74","59210  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050918 TSecr=0 WS=128"
"1861","44.362244","192.168.18.24","192.168.18.21","HTTP","496","GET /?CDgQq8xwR=kIpcjk7a8H&6Gs0ucm=ccgoOMmLxo8HnDqgS&oXicRH=nQC6DgmLstr&TTPV5ejj=i4bNxBrR5ss&q7mkrCd=Oe0v75O0Oih8l HTTP/1.1 "
"1862","44.362244","192.168.18.24","192.168.18.21","TCP","74","59212  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050918 TSecr=0 WS=128"
"1863","44.362244","192.168.18.24","192.168.18.21","HTTP","484","GET /?JdbSOLJG7=0Ad1mcp2bqCW3 HTTP/1.1 "
"1864","44.362244","192.168.18.24","192.168.18.21","TCP","74","59214  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050918 TSecr=0 WS=128"
"1865","44.362265","192.168.18.21","192.168.18.24","TCP","74","80  >  59210 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463468 TSecr=3500050918 WS=128"
"1866","44.362394","192.168.18.21","192.168.18.24","TCP","66","80  >  59122 [ACK] Seq=1 Ack=431 Win=64768 Len=0 TSval=4274463468 TSecr=3500050918"
"1867","44.362532","192.168.18.21","192.168.18.24","TCP","74","80  >  59212 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463468 TSecr=3500050918 WS=128"
"1868","44.362668","192.168.18.21","192.168.18.24","TCP","66","80  >  59138 [ACK] Seq=1 Ack=419 Win=64768 Len=0 TSval=4274463468 TSecr=3500050918"
"1869","44.362799","192.168.18.21","192.168.18.24","TCP","74","80  >  59214 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463468 TSecr=3500050918 WS=128"
"1870","44.365100","192.168.18.24","192.168.18.21","TCP","66","59148  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050921 TSecr=4274463463"
"1871","44.366505","192.168.18.24","192.168.18.21","TCP","66","59160  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050921 TSecr=4274463464"
"1872","44.366506","192.168.18.24","192.168.18.21","TCP","66","59162  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050921 TSecr=4274463464"
"1873","44.366506","192.168.18.24","192.168.18.21","TCP","66","59176  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050922 TSecr=4274463464"
"1874","44.366506","192.168.18.24","192.168.18.21","TCP","66","59184  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050922 TSecr=4274463465"
"1875","44.366506","192.168.18.24","192.168.18.21","HTTP","484","GET /?X2qNRwj0xf=oGW356AnGvf0B HTTP/1.1 "
"1876","44.366506","192.168.18.24","192.168.18.21","TCP","74","59228  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050922 TSecr=0 WS=128"
"1877","44.366506","192.168.18.24","192.168.18.21","HTTP","468","GET /?E6lQRSdt=eWcM&r6opV=u0UnMhKag6Mxic35f&scn5MAU6a=b7h1cphJgvI0tW8&VmgWM=4PlJ&xQ21=2erW85AjqNUTTFTd HTTP/1.1 "
"1878","44.366506","192.168.18.24","192.168.18.21","TCP","74","59232  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050922 TSecr=0 WS=128"
"1879","44.366593","192.168.18.21","192.168.18.24","TCP","66","80  >  59160 [ACK] Seq=1 Ack=419 Win=64768 Len=0 TSval=4274463472 TSecr=3500050922"
"1880","44.366827","192.168.18.21","192.168.18.24","TCP","74","80  >  59228 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463472 TSecr=3500050922 WS=128"
"1881","44.367291","192.168.18.21","192.168.18.24","TCP","66","80  >  59148 [ACK] Seq=1 Ack=403 Win=64768 Len=0 TSval=4274463473 TSecr=3500050922"
"1882","44.367468","192.168.18.21","192.168.18.24","TCP","74","80  >  59232 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463473 TSecr=3500050922 WS=128"
"1883","44.367726","192.168.18.24","192.168.18.21","HTTP","530","GET /?1b7Hjf=35onLm0VxTq7F&sOp=6VSyCMyOn4MCLYVYHj HTTP/1.1 "
"1884","44.367727","192.168.18.24","192.168.18.21","TCP","74","59242  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050922 TSecr=0 WS=128"
"1885","44.367727","192.168.18.24","192.168.18.21","HTTP","509","GET /?M8P5c0=cpMK&qV2cN=NFKuVM3lMeDJ HTTP/1.1 "
"1886","44.367727","192.168.18.24","192.168.18.21","TCP","74","59254  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050923 TSecr=0 WS=128"
"1887","44.367762","192.168.18.21","192.168.18.24","TCP","66","80  >  59162 [ACK] Seq=1 Ack=465 Win=64768 Len=0 TSval=4274463473 TSecr=3500050922"
"1888","44.367925","192.168.18.21","192.168.18.24","TCP","74","80  >  59242 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463474 TSecr=3500050922 WS=128"
"1889","44.368100","192.168.18.21","192.168.18.24","TCP","66","80  >  59176 [ACK] Seq=1 Ack=444 Win=64768 Len=0 TSval=4274463474 TSecr=3500050923"
"1890","44.368251","192.168.18.21","192.168.18.24","TCP","74","80  >  59254 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463474 TSecr=3500050923 WS=128"
"1891","44.369800","192.168.18.24","192.168.18.21","HTTP","387","GET /?Wr5MEIFusr=JmlPP2WVcNxpLnG0&gwI=5sQ08hOX0a&LhL=t66DaKCJqUKlDoKEq&guNQ=AsLfstSuxEFRFNCKQ HTTP/1.1 "
"1892","44.369801","192.168.18.24","192.168.18.21","TCP","66","59200  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050924 TSecr=4274463467"
"1893","44.369801","192.168.18.24","192.168.18.21","HTTP","421","GET /?tqU=0Wk&Yt5PG=4Ue1&Nbf3c3k=UfIVpMdIluq2pgTgwE8A HTTP/1.1 "
"1894","44.369801","192.168.18.24","192.168.18.21","TCP","74","59268  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050924 TSecr=0 WS=128"
"1895","44.369838","192.168.18.21","192.168.18.24","TCP","66","80  >  59184 [ACK] Seq=1 Ack=322 Win=64896 Len=0 TSval=4274463475 TSecr=3500050923"
"1896","44.370023","192.168.18.21","192.168.18.24","TCP","66","80  >  59200 [ACK] Seq=1 Ack=356 Win=64896 Len=0 TSval=4274463476 TSecr=3500050924"
"1897","44.370306","192.168.18.21","192.168.18.24","TCP","74","80  >  59268 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463476 TSecr=3500050924 WS=128"
"1898","44.371570","192.168.18.24","192.168.18.21","TCP","74","59276  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050924 TSecr=0 WS=128"
"1899","44.371596","192.168.18.21","192.168.18.24","TCP","74","80  >  59276 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463477 TSecr=3500050924 WS=128"
"1900","44.372495","192.168.18.24","192.168.18.21","TCP","66","59208  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050929 TSecr=4274463468"
"1901","44.372495","192.168.18.24","192.168.18.21","TCP","66","59210  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050930 TSecr=4274463468"
"1902","44.372495","192.168.18.24","192.168.18.21","TCP","66","59212  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050930 TSecr=4274463468"
"1903","44.372495","192.168.18.24","192.168.18.21","TCP","66","59214  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050930 TSecr=4274463468"
"1904","44.374251","192.168.18.24","192.168.18.21","HTTP","402","GET /?Vwrm4sM5G=Ymkdct2 HTTP/1.1 "
"1905","44.374290","192.168.18.21","192.168.18.24","TCP","66","80  >  59212 [ACK] Seq=1 Ack=337 Win=64896 Len=0 TSval=4274463480 TSecr=3500050930"
"1906","44.375540","192.168.18.24","192.168.18.21","TCP","66","59228  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050930 TSecr=4274463472"
"1907","44.375540","192.168.18.24","192.168.18.21","TCP","66","59232  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050930 TSecr=4274463473"
"1908","44.375540","192.168.18.24","192.168.18.21","TCP","66","59242  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050930 TSecr=4274463474"
"1909","44.375540","192.168.18.24","192.168.18.21","TCP","66","59254  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500050930 TSecr=4274463474"
"1910","44.375540","192.168.18.24","192.168.18.21","TCP","74","59280  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050930 TSecr=0 WS=128"
"1911","44.375540","192.168.18.24","192.168.18.21","HTTP","540","GET /?yJnjUHG5M=vLAJ&qOXxEjW2=hAPbcPR1U5DG&6iuMalu3O=EhTIrCIoqKN&xy3=5uIWcPGc7JI2dSJX&um6AXbc=1pmhopSW5FjkVc HTTP/1.1 "
"1912","44.375540","192.168.18.24","192.168.18.21","TCP","74","59290  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050931 TSecr=0 WS=128"
"1913","44.375540","192.168.18.24","192.168.18.21","HTTP","447","GET /?nHVxS=TppkYMpIT0GQdCeJ03M&0Qmmq=Dg4wk&480gtTDOhq=rgVbPer3RhP5SwX17a4e&Isg2=x8TVdjPRhFNJ4ax HTTP/1.1 "
"1914","44.375575","192.168.18.21","192.168.18.24","TCP","74","80  >  59280 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463481 TSecr=3500050930 WS=128"
"1915","44.375732","192.168.18.21","192.168.18.24","TCP","66","80  >  59214 [ACK] Seq=1 Ack=475 Win=64768 Len=0 TSval=4274463481 TSecr=3500050930"
"1916","44.375914","192.168.18.21","192.168.18.24","TCP","74","80  >  59290 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274463482 TSecr=3500050931 WS=128"
"1917","44.376052","192.168.18.21","192.168.18.24","TCP","66","80  >  59210 [ACK] Seq=1 Ack=382 Win=64896 Len=0 TSval=4274463482 TSecr=3500050931"
"1918","44.376422","192.168.18.24","192.168.18.21","TCP","74","59296  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050931 TSecr=0 WS=128"
"1919","44.376423","192.168.18.24","192.168.18.21","HTTP","628","GET /?hlFRKG=QuYC&atrwRq=WlSVHCvOpDOgi46X&uSeA2H8=rNpUTOXQlJ0I&h8Yi2hV=MGWK3P&hIP=O01HuDBFfI05 HTTP/1.1 "
"1920","44.376423","192.168.18.24","192.168.18.21","TCP","74","59300  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500050931 TSecr=0 WS=128"
